,C,Al,V,Cr,Mn,Fe,Co,Ni,Cu,Mo,Ti,B,Hom_Temp(K),CR(%),Anneal_Temp(K),Anneal_Time(h),YS(Mpa),UTS(Mpa),El(%),Density,Miedema_dH_inter,Miedema_dH_amor,Miedema_dH_ss_min,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,mean atomic_mass,std_dev atomic_mass,mean atomic_radius,std_dev atomic_radius,mean mendeleev_no,std_dev mendeleev_no,mean electrical_resistivity,std_dev electrical_resistivity,mean thermal_conductivity,std_dev thermal_conductivity,mean melting_point,std_dev melting_point,mean bulk_modulus,std_dev bulk_modulus,mean coefficient_of_linear_thermal_expansion,std_dev coefficient_of_linear_thermal_expansion,constraint_1,constraint_2
155,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1273,50.0,0,0.0,1072.0,1091.0,9.1,8.027647867162898,-0.15980167436505746,-0.07488576144497482,-0.1970666115006307,0.02249639513229989,5.793658001760473,-0.0042854507014407515,1.5200000000000002,1.0335130802288488,-0.013380866803977112,-26.439813336689593,0.057403979544427386,0.156,8.0,4.160000000000001,4.026,85.24200000000002,0.1863200953378381,7.072000000000001,-0.016503927547796244,56.08114799999999,2.872633813703462,1.38,0.02738612787525821,61.8,3.8340579025361627,3.5980000000000003e-07,6.044073129934812e-07,74.56,38.019310882760614,1801.2,239.62616718547244,162.0,24.899799195977465,1.2959999999999998e-05,5.976872091654631e-06,-0.0,-0.0
156,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1273,50.0,873,1.0,1011.0,1035.0,10.4,8.027647867162898,-0.15980167436505746,-0.07488576144497482,-0.1970666115006307,0.02249639513229989,5.793658001760473,-0.0042854507014407515,1.5200000000000002,1.0335130802288488,-0.013380866803977112,-26.439813336689593,0.057403979544427386,0.156,8.0,4.160000000000001,4.026,85.24200000000002,0.1863200953378381,7.072000000000001,-0.016503927547796244,56.08114799999999,2.872633813703462,1.38,0.02738612787525821,61.8,3.8340579025361627,3.5980000000000003e-07,6.044073129934812e-07,74.56,38.019310882760614,1801.2,239.62616718547244,162.0,24.899799195977465,1.2959999999999998e-05,5.976872091654631e-06,573.0,573.0
157,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1273,50.0,923,1.0,631.0,757.0,27.0,8.027647867162898,-0.15980167436505746,-0.07488576144497482,-0.1970666115006307,0.02249639513229989,5.793658001760473,-0.0042854507014407515,1.5200000000000002,1.0335130802288488,-0.013380866803977112,-26.439813336689593,0.057403979544427386,0.156,8.0,4.160000000000001,4.026,85.24200000000002,0.1863200953378381,7.072000000000001,-0.016503927547796244,56.08114799999999,2.872633813703462,1.38,0.02738612787525821,61.8,3.8340579025361627,3.5980000000000003e-07,6.044073129934812e-07,74.56,38.019310882760614,1801.2,239.62616718547244,162.0,24.899799195977465,1.2959999999999998e-05,5.976872091654631e-06,623.0,623.0
158,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1273,50.0,973,1.0,407.0,679.0,41.0,8.027647867162898,-0.15980167436505746,-0.07488576144497482,-0.1970666115006307,0.02249639513229989,5.793658001760473,-0.0042854507014407515,1.5200000000000002,1.0335130802288488,-0.013380866803977112,-26.439813336689593,0.057403979544427386,0.156,8.0,4.160000000000001,4.026,85.24200000000002,0.1863200953378381,7.072000000000001,-0.016503927547796244,56.08114799999999,2.872633813703462,1.38,0.02738612787525821,61.8,3.8340579025361627,3.5980000000000003e-07,6.044073129934812e-07,74.56,38.019310882760614,1801.2,239.62616718547244,162.0,24.899799195977465,1.2959999999999998e-05,5.976872091654631e-06,673.0,673.0
159,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1273,50.0,1173,1.0,234.0,589.0,50.1,8.027647867162898,-0.15980167436505746,-0.07488576144497482,-0.1970666115006307,0.02249639513229989,5.793658001760473,-0.0042854507014407515,1.5200000000000002,1.0335130802288488,-0.013380866803977112,-26.439813336689593,0.057403979544427386,0.156,8.0,4.160000000000001,4.026,85.24200000000002,0.1863200953378381,7.072000000000001,-0.016503927547796244,56.08114799999999,2.872633813703462,1.38,0.02738612787525821,61.8,3.8340579025361627,3.5980000000000003e-07,6.044073129934812e-07,74.56,38.019310882760614,1801.2,239.62616718547244,162.0,24.899799195977465,1.2959999999999998e-05,5.976872091654631e-06,873.0,873.0
160,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,250.0,500.0,52.0,8.027647867162898,-0.15980167436505746,-0.07488576144497482,-0.1970666115006307,0.02249639513229989,5.793658001760473,-0.0042854507014407515,1.5200000000000002,1.0335130802288488,-0.013380866803977112,-26.439813336689593,0.057403979544427386,0.156,8.0,4.160000000000001,4.026,85.24200000000002,0.1863200953378381,7.072000000000001,-0.016503927547796244,56.08114799999999,2.872633813703462,1.38,0.02738612787525821,61.8,3.8340579025361627,3.5980000000000003e-07,6.044073129934812e-07,74.56,38.019310882760614,1801.2,239.62616718547244,162.0,24.899799195977465,1.2959999999999998e-05,5.976872091654631e-06,-0.0,-0.0
161,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1273,0.0,0,0.0,243.0,558.0,57.7,8.027647867162898,-0.15980167436505746,-0.07488576144497482,-0.1970666115006307,0.02249639513229989,5.793658001760473,-0.0042854507014407515,1.5200000000000002,1.0335130802288488,-0.013380866803977112,-26.439813336689593,0.057403979544427386,0.156,8.0,4.160000000000001,4.026,85.24200000000002,0.1863200953378381,7.072000000000001,-0.016503927547796244,56.08114799999999,2.872633813703462,1.38,0.02738612787525821,61.8,3.8340579025361627,3.5980000000000003e-07,6.044073129934812e-07,74.56,38.019310882760614,1801.2,239.62616718547244,162.0,24.899799195977465,1.2959999999999998e-05,5.976872091654631e-06,-0.0,-0.0
162,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1273,80.0,1173,6.0,249.0,621.0,47.0,8.027647867162898,-0.15980167436505746,-0.07488576144497482,-0.1970666115006307,0.02249639513229989,5.793658001760473,-0.0042854507014407515,1.5200000000000002,1.0335130802288488,-0.013380866803977112,-26.439813336689593,0.057403979544427386,0.156,8.0,4.160000000000001,4.026,85.24200000000002,0.1863200953378381,7.072000000000001,-0.016503927547796244,56.08114799999999,2.872633813703462,1.38,0.02738612787525821,61.8,3.8340579025361627,3.5980000000000003e-07,6.044073129934812e-07,74.56,38.019310882760614,1801.2,239.62616718547244,162.0,24.899799195977465,1.2959999999999998e-05,5.976872091654631e-06,5238.0,31428.0
163,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1073,60.0,1073,4.0,371.0,675.0,54.0,8.027647867162898,-0.15980167436505746,-0.07488576144497482,-0.1970666115006307,0.02249639513229989,5.793658001760473,-0.0042854507014407515,1.5200000000000002,1.0335130802288488,-0.013380866803977112,-26.439813336689593,0.057403979544427386,0.156,8.0,4.160000000000001,4.026,85.24200000000002,0.1863200953378381,7.072000000000001,-0.016503927547796244,56.08114799999999,2.872633813703462,1.38,0.02738612787525821,61.8,3.8340579025361627,3.5980000000000003e-07,6.044073129934812e-07,74.56,38.019310882760614,1801.2,239.62616718547244,162.0,24.899799195977465,1.2959999999999998e-05,5.976872091654631e-06,3092.0,12368.0
164,0.0,0.0,0.0,18.0,27.333,27.334,0.0,27.333,0.0,0.0,0.0,0.0,1473,86.0,1173,1.0,262.0,632.0,36.4,7.898724302495255,-0.11891179721881664,-0.040334769861114395,-0.19332125759311475,0.022947308923145986,4.85705269681395,-0.008083373853437558,1.5871543109999997,1.03346736393796,-0.01140893275407429,-21.666137540155567,0.06059880690170481,0.16274186932499993,7.91333,4.169186222399999,3.919604,84.71730489999999,0.17933720015593005,6.723654667316999,-0.0148349850292986,55.68285316185,2.6146668973869045,1.3863335,0.02584351128590026,61.64665,4.11267294970019,4.6346896e-07,6.949169572529109e-07,65.792204,41.675967125414765,1774.92125,255.13595438128021,157.2668,27.60439664359377,1.3701295e-05,6.605934651033507e-06,873.0,873.0
165,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1473,87.0,1073,1.0,394.0,657.0,51.3,8.027647867162898,-0.15980167436505746,-0.07488576144497482,-0.1970666115006307,0.02249639513229989,5.793658001760473,-0.0042854507014407515,1.5200000000000002,1.0335130802288488,-0.013380866803977112,-26.439813336689593,0.057403979544427386,0.156,8.0,4.160000000000001,4.026,85.24200000000002,0.1863200953378381,7.072000000000001,-0.016503927547796244,56.08114799999999,2.872633813703462,1.38,0.02738612787525821,61.8,3.8340579025361627,3.5980000000000003e-07,6.044073129934812e-07,74.56,38.019310882760614,1801.2,239.62616718547244,162.0,24.899799195977465,1.2959999999999998e-05,5.976872091654631e-06,773.0,773.0
166,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1473,87.0,1273,1.0,191.0,568.0,60.5,8.027647867162898,-0.15980167436505746,-0.07488576144497482,-0.1970666115006307,0.02249639513229989,5.793658001760473,-0.0042854507014407515,1.5200000000000002,1.0335130802288488,-0.013380866803977112,-26.439813336689593,0.057403979544427386,0.156,8.0,4.160000000000001,4.026,85.24200000000002,0.1863200953378381,7.072000000000001,-0.016503927547796244,56.08114799999999,2.872633813703462,1.38,0.02738612787525821,61.8,3.8340579025361627,3.5980000000000003e-07,6.044073129934812e-07,74.56,38.019310882760614,1801.2,239.62616718547244,162.0,24.899799195977465,1.2959999999999998e-05,5.976872091654631e-06,973.0,973.0
167,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1473,87.0,1423,1.0,167.0,532.0,58.1,8.027647867162898,-0.15980167436505746,-0.07488576144497482,-0.1970666115006307,0.02249639513229989,5.793658001760473,-0.0042854507014407515,1.5200000000000002,1.0335130802288488,-0.013380866803977112,-26.439813336689593,0.057403979544427386,0.156,8.0,4.160000000000001,4.026,85.24200000000002,0.1863200953378381,7.072000000000001,-0.016503927547796244,56.08114799999999,2.872633813703462,1.38,0.02738612787525821,61.8,3.8340579025361627,3.5980000000000003e-07,6.044073129934812e-07,74.56,38.019310882760614,1801.2,239.62616718547244,162.0,24.899799195977465,1.2959999999999998e-05,5.976872091654631e-06,1123.0,1123.0
168,0.0,0.0,0.0,31.0,0.0,0.0,31.0,31.0,0.0,7.0,0.0,0.0,0,60.0,1173,1.0,652.0,1253.0,44.0,8.460988150103445,-0.14554490874189682,-0.0588003323006103,-0.12199466844131432,0.0289682089282936,3.948109740403716,-0.007562554968997145,1.7422000000000002,1.0669077172057733,-0.01060324639293454,-12.635591157665864,0.04956972118203316,0.12740999999999994,8.17,5.2700000000000005,4.4857000000000005,91.2387,0.2171435470360349,9.763481,-0.022316591440599432,59.29883545,12.513015560763037,1.3725,0.037021804859943185,62.2,5.214689104456789,8.414000000000001e-08,3.478530643619012e-08,98.08,14.026291102970278,1962.28,384.39937199868376,177.3,20.315494043847764,1.0039e-05,4.806378254967514e-06,873.0,873.0
169,0.0,0.0,0.0,31.0,0.0,0.0,31.0,31.0,0.0,7.0,0.0,0.0,1473,60.0,1173,1.0,560.0,1135.0,35.0,8.460988150103445,-0.14554490874189682,-0.0588003323006103,-0.12199466844131432,0.0289682089282936,3.948109740403716,-0.007562554968997145,1.7422000000000002,1.0669077172057733,-0.01060324639293454,-12.635591157665864,0.04956972118203316,0.12740999999999994,8.17,5.2700000000000005,4.4857000000000005,91.2387,0.2171435470360349,9.763481,-0.022316591440599432,59.29883545,12.513015560763037,1.3725,0.037021804859943185,62.2,5.214689104456789,8.414000000000001e-08,3.478530643619012e-08,98.08,14.026291102970278,1962.28,384.39937199868376,177.3,20.315494043847764,1.0039e-05,4.806378254967514e-06,873.0,873.0
170,0.0,0.0,0.0,0.0,33.333,33.334,0.0,0.0,33.333,0.0,0.0,0.0,1073,86.0,1073,1.0,470.0,626.0,25.0,8.089512747572423,0.17387547354055172,0.2088755202494193,-0.04392324945096288,0.024213077207791516,1.8890024588277032,0.0004363867654172793,1.5555511109999998,1.0335068105620902,-0.009133862567155267,-15.579535278928805,0.049083545392135296,0.1066677333119999,8.66666,7.5555777768,3.5633405,67.7234713,0.23781643654670662,8.086642899428998,-0.025483916159605824,58.10965901985001,4.729763507208976,1.3833335,0.028867441291329007,64.3333,6.658307342668503,5.19062476e-07,7.986231086048687e-07,162.59917399999998,208.73894371183778,1562.5924841,229.73859517873865,143.33360000000002,25.16620087783084,1.6666618e-05,4.952115039613512e-06,773.0,773.0
171,0.0,7.5,0.0,0.0,30.833,30.834,0.0,0.0,30.833,0.0,0.0,0.0,1073,86.0,1073,1.0,539.0,690.0,29.0,7.542690752874701,0.24673951112631365,0.27558781148419814,0.02063293839786267,0.03576165080353116,4.4922275135952106,-0.008239218964802154,2.2559701110000003,1.0762656139168238,-0.010663543302098347,-8.3380869662022,0.053053578301183506,0.11971164331199989,8.24166,3.5972407767999997,3.5503405,64.63847129999999,0.2924407871253994,9.772767529428998,-0.045193988177836694,55.77504828984999,10.688418139799543,1.3733335,0.04963636670352246,65.5083,7.909579292182627,4.821574759999999e-07,7.604561817158442e-07,168.02917399999998,195.96280067855494,1515.4084840999997,290.88595050772017,138.2836,31.531797416710717,1.7149117999999997e-05,5.037222616719361e-06,773.0,773.0
172,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1373,92.0,948,0.5,798.0,887.0,26.0,8.027647867162898,-0.15980167436505746,-0.07488576144497482,-0.1970666115006307,0.02249639513229989,5.793658001760473,-0.0042854507014407515,1.5200000000000002,1.0335130802288488,-0.013380866803977112,-26.439813336689593,0.057403979544427386,0.156,8.0,4.160000000000001,4.026,85.24200000000002,0.1863200953378381,7.072000000000001,-0.016503927547796244,56.08114799999999,2.872633813703462,1.38,0.02738612787525821,61.8,3.8340579025361627,3.5980000000000003e-07,6.044073129934812e-07,74.56,38.019310882760614,1801.2,239.62616718547244,162.0,24.899799195977465,1.2959999999999998e-05,5.976872091654631e-06,324.0,162.0
173,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1373,0.0,1473,1.0,225.0,557.0,60.0,8.027647867162898,-0.15980167436505746,-0.07488576144497482,-0.1970666115006307,0.02249639513229989,5.793658001760473,-0.0042854507014407515,1.5200000000000002,1.0335130802288488,-0.013380866803977112,-26.439813336689593,0.057403979544427386,0.156,8.0,4.160000000000001,4.026,85.24200000000002,0.1863200953378381,7.072000000000001,-0.016503927547796244,56.08114799999999,2.872633813703462,1.38,0.02738612787525821,61.8,3.8340579025361627,3.5980000000000003e-07,6.044073129934812e-07,74.56,38.019310882760614,1801.2,239.62616718547244,162.0,24.899799195977465,1.2959999999999998e-05,5.976872091654631e-06,1173.0,1173.0
174,0.0,0.0,10.0,15.0,5.0,35.0,10.0,25.0,0.0,0.0,0.0,0.0,1373,75.0,1023,0.166666666666667,761.0,936.0,28.3,7.874701518361583,-0.2538634780482316,-0.1605199908833429,-0.2827310300015393,0.02420572547153075,3.982747267581472,0.0027538902980525914,1.5224999999999997,1.0431168551278502,-0.01337625296156447,-22.829598112879346,0.06084605517425291,0.15972499999999998,7.950000000000001,6.260000000000001,4.339000000000001,80.91750000000002,0.22184313823733137,8.641375,-0.02424955888505386,55.752886749999995,3.1501844720418752,1.3775,0.028347335475691945,61.45,4.705274741140032,1.7005000000000002e-07,3.348547805033908e-07,78.34,27.859489744630444,1863.9,221.07908322354027,168.5,15.405767177835136,1.144e-05,4.24147732165691e-06,120.50000000000023,20.083333333333414
175,0.0,0.0,0.0,10.0,40.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,177.0,417.0,50.4,7.731809586938319,-0.030007014556295713,0.034908458558777646,-0.1397669756314105,0.026096132568641017,17.849304570988792,-0.01143890290629388,1.7300000000000002,1.0334473699492073,-0.009923171408471881,-14.571296432292648,0.05254000390581231,0.13329999999999992,7.500000000000001,0.9600000000000002,3.729,82.52799999999999,0.1409694103799249,4.4252,-0.008603739584156615,55.406147499999996,1.973895313938471,1.395,0.018463723646899844,60.5,2.003784298558983,6.347e-07,8.095722870002331e-07,54.52,47.601655178760076,1726.8,248.6842954186669,150.0,30.649534081188566,1.519e-05,7.029903658980359e-06,-0.0,-0.0
176,0.0,0.0,0.0,10.0,40.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,1473,60.0,1173,0.05,272.0,570.0,50.0,7.731809586938319,-0.030007014556295713,0.034908458558777646,-0.1397669756314105,0.026096132568641017,17.849304570988792,-0.01143890290629388,1.7300000000000002,1.0334473699492073,-0.009923171408471881,-14.571296432292648,0.05254000390581231,0.13329999999999992,7.500000000000001,0.9600000000000002,3.729,82.52799999999999,0.1409694103799249,4.4252,-0.008603739584156615,55.406147499999996,1.973895313938471,1.395,0.018463723646899844,60.5,2.003784298558983,6.347e-07,8.095722870002331e-07,54.52,47.601655178760076,1726.8,248.6842954186669,150.0,30.649534081188566,1.519e-05,7.029903658980359e-06,43.650000000000006,2.1825000000000006
177,0.0,0.0,0.0,12.5,0.0,55.0,17.5,10.0,0.0,5.0,0.0,0.0,1523,79.0,0,0.0,1424.0,1424.0,10.7,8.198057564978516,-0.08973350051024653,-0.012378746930042955,-0.1864747094904756,0.026227223106678833,8.597287091343185,0.008316639919178342,1.2043750000000002,1.0671756225578228,-0.010590417218372682,-15.396019358725042,0.03266026348546468,0.08331874999999996,8.025,2.3350000000000004,4.4197500000000005,86.092,0.16479851474884596,6.187725,-0.012146818003667613,58.193911625,11.134834432715339,1.38875,0.03277002830913637,61.375,3.601342432896709,9.132499999999999e-08,2.7284666632892948e-08,89.3,17.434697842102146,1895.55,330.43918471410217,174.5,17.683895401064014,1.09575e-05,3.5828344287772092e-06,-0.0,-0.0
178,0.0,0.0,0.0,12.5,0.0,55.0,17.5,10.0,0.0,5.0,0.0,0.0,1523,79.0,1173,1.0,443.0,840.0,61.6,8.198057564978516,-0.08973350051024653,-0.012378746930042955,-0.1864747094904756,0.026227223106678833,8.597287091343185,0.008316639919178342,1.2043750000000002,1.0671756225578228,-0.010590417218372682,-15.396019358725042,0.03266026348546468,0.08331874999999996,8.025,2.3350000000000004,4.4197500000000005,86.092,0.16479851474884596,6.187725,-0.012146818003667613,58.193911625,11.134834432715339,1.38875,0.03277002830913637,61.375,3.601342432896709,9.132499999999999e-08,2.7284666632892948e-08,89.3,17.434697842102146,1895.55,330.43918471410217,174.5,17.683895401064014,1.09575e-05,3.5828344287772092e-06,873.0,873.0
179,0.0,0.0,0.0,12.5,0.0,55.0,17.5,10.0,0.0,5.0,0.0,0.0,1523,79.0,1273,1.0,301.0,718.0,77.5,8.198057564978516,-0.08973350051024653,-0.012378746930042955,-0.1864747094904756,0.026227223106678833,8.597287091343185,0.008316639919178342,1.2043750000000002,1.0671756225578228,-0.010590417218372682,-15.396019358725042,0.03266026348546468,0.08331874999999996,8.025,2.3350000000000004,4.4197500000000005,86.092,0.16479851474884596,6.187725,-0.012146818003667613,58.193911625,11.134834432715339,1.38875,0.03277002830913637,61.375,3.601342432896709,9.132499999999999e-08,2.7284666632892948e-08,89.3,17.434697842102146,1895.55,330.43918471410217,174.5,17.683895401064014,1.09575e-05,3.5828344287772092e-06,973.0,973.0
180,0.0,0.0,0.0,12.5,0.0,55.0,17.5,10.0,0.0,5.0,0.0,0.0,1523,79.0,1373,1.0,261.0,673.0,86.6,8.198057564978516,-0.08973350051024653,-0.012378746930042955,-0.1864747094904756,0.026227223106678833,8.597287091343185,0.008316639919178342,1.2043750000000002,1.0671756225578228,-0.010590417218372682,-15.396019358725042,0.03266026348546468,0.08331874999999996,8.025,2.3350000000000004,4.4197500000000005,86.092,0.16479851474884596,6.187725,-0.012146818003667613,58.193911625,11.134834432715339,1.38875,0.03277002830913637,61.375,3.601342432896709,9.132499999999999e-08,2.7284666632892948e-08,89.3,17.434697842102146,1895.55,330.43918471410217,174.5,17.683895401064014,1.09575e-05,3.5828344287772092e-06,1073.0,1073.0
181,0.0,0.0,0.0,12.5,0.0,55.0,17.5,10.0,0.0,5.0,0.0,0.0,1523,79.0,1473,1.0,231.0,638.0,87.2,8.198057564978516,-0.08973350051024653,-0.012378746930042955,-0.1864747094904756,0.026227223106678833,8.597287091343185,0.008316639919178342,1.2043750000000002,1.0671756225578228,-0.010590417218372682,-15.396019358725042,0.03266026348546468,0.08331874999999996,8.025,2.3350000000000004,4.4197500000000005,86.092,0.16479851474884596,6.187725,-0.012146818003667613,58.193911625,11.134834432715339,1.38875,0.03277002830913637,61.375,3.601342432896709,9.132499999999999e-08,2.7284666632892948e-08,89.3,17.434697842102146,1895.55,330.43918471410217,174.5,17.683895401064014,1.09575e-05,3.5828344287772092e-06,1173.0,1173.0
182,0.0,0.0,0.0,12.5,0.0,55.0,18.0,7.0,0.0,7.5,0.0,0.0,1523,79.0,0,0.0,1502.0,1502.0,11.4,8.24789543358931,-0.09063150851151984,-0.012099188608490538,-0.17610001980940962,0.03040409112669196,8.773193960586033,0.004864217118206409,1.4614749999999999,1.067114800142624,-0.010623816266462008,-11.49255259997675,0.03271403116084297,0.08318499999999994,7.920000000000001,2.3310000000000004,4.479,87.1176,0.16991511059106315,6.6286745,-0.012877779065488298,59.1262756,13.353808510388399,1.39125,0.03393806126613751,61.085,3.540156764142488,9.084e-08,2.8028983467730164e-08,90.545,19.9713377449992,1924.95,381.8039222862527,175.75,20.724701781899437,1.07405e-05,3.740990115304316e-06,-0.0,-0.0
183,0.0,0.0,0.0,12.5,0.0,55.0,18.0,7.0,0.0,7.5,0.0,0.0,1523,79.0,1173,1.0,711.0,1096.0,38.3,8.24789543358931,-0.09063150851151984,-0.012099188608490538,-0.17610001980940962,0.03040409112669196,8.773193960586033,0.004864217118206409,1.4614749999999999,1.067114800142624,-0.010623816266462008,-11.49255259997675,0.03271403116084297,0.08318499999999994,7.920000000000001,2.3310000000000004,4.479,87.1176,0.16991511059106315,6.6286745,-0.012877779065488298,59.1262756,13.353808510388399,1.39125,0.03393806126613751,61.085,3.540156764142488,9.084e-08,2.8028983467730164e-08,90.545,19.9713377449992,1924.95,381.8039222862527,175.75,20.724701781899437,1.07405e-05,3.740990115304316e-06,873.0,873.0
184,0.0,0.0,0.0,12.5,0.0,55.0,18.0,7.0,0.0,7.5,0.0,0.0,1523,79.0,1273,1.0,684.0,1078.0,48.1,8.24789543358931,-0.09063150851151984,-0.012099188608490538,-0.17610001980940962,0.03040409112669196,8.773193960586033,0.004864217118206409,1.4614749999999999,1.067114800142624,-0.010623816266462008,-11.49255259997675,0.03271403116084297,0.08318499999999994,7.920000000000001,2.3310000000000004,4.479,87.1176,0.16991511059106315,6.6286745,-0.012877779065488298,59.1262756,13.353808510388399,1.39125,0.03393806126613751,61.085,3.540156764142488,9.084e-08,2.8028983467730164e-08,90.545,19.9713377449992,1924.95,381.8039222862527,175.75,20.724701781899437,1.07405e-05,3.740990115304316e-06,973.0,973.0
185,0.0,0.0,0.0,12.5,0.0,55.0,18.0,7.0,0.0,7.5,0.0,0.0,1523,79.0,1373,1.0,506.0,933.0,59.3,8.24789543358931,-0.09063150851151984,-0.012099188608490538,-0.17610001980940962,0.03040409112669196,8.773193960586033,0.004864217118206409,1.4614749999999999,1.067114800142624,-0.010623816266462008,-11.49255259997675,0.03271403116084297,0.08318499999999994,7.920000000000001,2.3310000000000004,4.479,87.1176,0.16991511059106315,6.6286745,-0.012877779065488298,59.1262756,13.353808510388399,1.39125,0.03393806126613751,61.085,3.540156764142488,9.084e-08,2.8028983467730164e-08,90.545,19.9713377449992,1924.95,381.8039222862527,175.75,20.724701781899437,1.07405e-05,3.740990115304316e-06,1073.0,1073.0
186,0.0,0.0,0.0,12.5,0.0,55.0,18.0,7.0,0.0,7.5,0.0,0.0,1523,79.0,1473,1.0,296.0,693.0,63.2,8.24789543358931,-0.09063150851151984,-0.012099188608490538,-0.17610001980940962,0.03040409112669196,8.773193960586033,0.004864217118206409,1.4614749999999999,1.067114800142624,-0.010623816266462008,-11.49255259997675,0.03271403116084297,0.08318499999999994,7.920000000000001,2.3310000000000004,4.479,87.1176,0.16991511059106315,6.6286745,-0.012877779065488298,59.1262756,13.353808510388399,1.39125,0.03393806126613751,61.085,3.540156764142488,9.084e-08,2.8028983467730164e-08,90.545,19.9713377449992,1924.95,381.8039222862527,175.75,20.724701781899437,1.07405e-05,3.740990115304316e-06,1173.0,1173.0
187,1.0,0.0,0.0,12.5,0.0,55.0,17.5,10.0,0.0,4.0,0.0,0.0,1373,78.6,1173,1.0,612.0,1034.0,49.1,8.126646257226252,-0.04399726470218133,0.033697919108340336,-0.13973401241078962,0.045977508551576826,4.908852564414442,0.013210599877513725,1.5666750000000003,1.3932340411629536,-0.010798434505837505,-5.108223972834711,0.04131472457206484,0.09330474999999996,8.005,4.190200000000001,4.42525,89.447,0.4351489359325512,9.506925,-0.038175389251373266,57.354618625,11.567204407144606,1.38125,0.0913414949765871,61.765,5.471981068298831,1.90775e-07,1.2330568072030162e-06,89.31,17.468776662373926,1904.59,387.28061475893116,172.53,23.89907570842413,1.0980500000000001e-05,3.5298230729645146e-06,873.0,873.0
188,2.0,0.0,0.0,12.5,0.0,55.0,17.5,10.0,0.0,3.0,0.0,0.0,1373,78.6,1173,1.0,617.0,1057.0,48.8,8.054402443456325,0.0028680254781697687,0.08344287745775009,-0.0840903501644081,0.05932305610411871,3.4724988269224686,0.018104257711697175,1.916575,1.3941069608876238,-0.010870188168348428,-3.0888017143081004,0.048150229159744456,0.10297274999999996,7.985,5.9918,4.430750000000001,92.802,0.5708192860011883,12.759025000000001,-0.06227088115174582,56.515325624999996,11.894522343503183,1.37375,0.12421131768691154,62.155,6.813738001190757,2.90225e-07,1.7341582475442052e-06,89.32,17.50816447007454,1913.63,436.5138534406946,170.56,28.589422971925227,1.1003499999999999e-05,3.4769873413561537e-06,873.0,873.0
189,0.03,0.0,0.0,6.22,23.1,23.9,23.29,23.46,0.0,0.0,0.0,0.0,0,0.0,0,0.0,185.0,460.0,64.0,8.176511214787034,-0.13576461445804802,-0.05726501477360448,-0.2069984802136458,0.023835827457918034,5.3753059349545,0.0033889231598294932,1.44783588,1.3476995439898412,-0.012764227549000818,-22.46643025372163,0.0583172548465796,0.15416109539999998,8.3455,4.12615352,4.018726,79.95847799999999,0.14650053536053728,3.4855622267999995,-0.007328012362056472,56.7704167805,2.526580199042878,1.3764150000000002,0.0312772830347869,62.6367,3.4862436298707573,3.983046e-07,6.769716692847318e-07,71.4492,40.37940539541239,1737.61,183.04537765166683,162.46189999999999,27.315502256441974,1.4311150000000001e-05,5.105677627535116e-06,-0.0,-0.0
