,C,Al,V,Cr,Mn,Fe,Co,Ni,Cu,Mo,Ti,B,Hom_Temp(K),CR(%),Anneal_Temp(K),Anneal_Time(h),YS(Mpa),UTS(Mpa),El(%),Density,Miedema_dH_inter,Miedema_dH_amor,Miedema_dH_ss_min,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,mean atomic_mass,std_dev atomic_mass,mean atomic_radius,std_dev atomic_radius,mean mendeleev_no,std_dev mendeleev_no,mean electrical_resistivity,std_dev electrical_resistivity,mean thermal_conductivity,std_dev thermal_conductivity,mean melting_point,std_dev melting_point,mean bulk_modulus,std_dev bulk_modulus,mean coefficient_of_linear_thermal_expansion,std_dev coefficient_of_linear_thermal_expansion,constraint_1,constraint_2,References
147,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,1273,85.0,0,0.0,1178.0,1302.0,4.3,8.05820031099802,0.10553735501699600,0.154411731493816,-0.04416980121092700,0.02122794986893670,8.457268635854580,-0.004275647519360690,1.4400000000000000,1.0334942725959300,-0.013380866803977100,-29.693961490580100,0.061481613632275000,0.15840000000000000,8.400000000000000,2.7200000000000000,3.8460000000000000,78.98400000000000,0.2885199186369210,11.968800000000000,-0.039409722535221900,57.003709,4.368705454955160,1.38,0.02738612787525820,63.4,6.024948132556830,3.5124E-07,6.09992039292317E-07,134.56,152.51710723718800,1719.154,312.8709775290770,154.0,24.08318915758460,1.366E-05,6.1840924960741E-06,0.0,0.0,https://www.sciencedirect.com/science/article/pii/S2589152918300280
148,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1473,92.0,0,0.0,1160.0,1407.0,6.0,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,0.0,0.0,https://www.sciencedirect.com/science/article/pii/S1044580318322435
149,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1473,92.0,1073,1.0,455.0,700.0,58.0,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,773.0,773.0,https://www.sciencedirect.com/science/article/pii/S1044580318322435
150,0.0,2.44,0.0,24.39,0.0,24.39,24.39,24.39,0.0,0.0,0.0,0.0,1373,50.0,0,0.0,939.0,975.0,12.3,7.983333866848420,-0.05932139935335710,0.02005463246794020,-0.10214786505760200,0.023847131615190300,4.470149288372640,0.0034155453639007800,1.2969626400000000,1.0766564146830400,-0.012198051778902200,-21.44954950222430,0.048009424804096300,0.12659629500000000,8.1219,5.045120280000000,4.280235,85.93818700000000,0.22458729330852800,9.184407423300000,-0.02744102441496730,55.649920352340000,6.086406138803920,1.37195,0.03590595588703120,62.6831,5.233194327555130,8.82189E-08,3.13943328001518E-08,94.7575,26.7115137116221,1848.855968,263.0701303061020,170.1454,19.473166872877600,1.107573E-05,4.46473436823062E-06,0.0,0.0,https://www.sciencedirect.com/science/article/pii/S0921509321000216
151,0.0,2.44,0.0,24.39,0.0,24.39,24.39,24.39,0.0,0.0,0.0,0.0,1373,70.0,0,0.0,1068.0,1117.0,6.5,7.983333866848420,-0.05932139935335710,0.02005463246794020,-0.10214786505760200,0.023847131615190300,4.470149288372640,0.0034155453639007800,1.2969626400000000,1.0766564146830400,-0.012198051778902200,-21.44954950222430,0.048009424804096300,0.12659629500000000,8.1219,5.045120280000000,4.280235,85.93818700000000,0.22458729330852800,9.184407423300000,-0.02744102441496730,55.649920352340000,6.086406138803920,1.37195,0.03590595588703120,62.6831,5.233194327555130,8.82189E-08,3.13943328001518E-08,94.7575,26.7115137116221,1848.855968,263.0701303061020,170.1454,19.473166872877600,1.107573E-05,4.46473436823062E-06,0.0,0.0,https://www.sciencedirect.com/science/article/pii/S0921509321000216
152,0.0,2.44,0.0,24.39,0.0,24.39,24.39,24.39,0.0,0.0,0.0,0.0,1373,70.0,1073,1.0,366.0,729.0,59.0,7.983333866848420,-0.05932139935335710,0.02005463246794020,-0.10214786505760200,0.023847131615190300,4.470149288372640,0.0034155453639007800,1.2969626400000000,1.0766564146830400,-0.012198051778902200,-21.44954950222430,0.048009424804096300,0.12659629500000000,8.1219,5.045120280000000,4.280235,85.93818700000000,0.22458729330852800,9.184407423300000,-0.02744102441496730,55.649920352340000,6.086406138803920,1.37195,0.03590595588703120,62.6831,5.233194327555130,8.82189E-08,3.13943328001518E-08,94.7575,26.7115137116221,1848.855968,263.0701303061020,170.1454,19.473166872877600,1.107573E-05,4.46473436823062E-06,773.0,773.0,https://www.sciencedirect.com/science/article/pii/S0921509321000216
153,0.0,2.44,0.0,24.39,0.0,24.39,24.39,24.39,0.0,0.0,0.0,0.0,1373,70.0,1173,1.0,261.0,618.0,60.4,7.983333866848420,-0.05932139935335710,0.02005463246794020,-0.10214786505760200,0.023847131615190300,4.470149288372640,0.0034155453639007800,1.2969626400000000,1.0766564146830400,-0.012198051778902200,-21.44954950222430,0.048009424804096300,0.12659629500000000,8.1219,5.045120280000000,4.280235,85.93818700000000,0.22458729330852800,9.184407423300000,-0.02744102441496730,55.649920352340000,6.086406138803920,1.37195,0.03590595588703120,62.6831,5.233194327555130,8.82189E-08,3.13943328001518E-08,94.7575,26.7115137116221,1848.855968,263.0701303061020,170.1454,19.473166872877600,1.107573E-05,4.46473436823062E-06,873.0,873.0,https://www.sciencedirect.com/science/article/pii/S0921509321000216
154,0.0,2.44,0.0,24.39,0.0,24.39,24.39,24.39,0.0,0.0,0.0,0.0,1373,70.0,1273,1.0,210.0,559.0,73.1,7.983333866848420,-0.05932139935335710,0.02005463246794020,-0.10214786505760200,0.023847131615190300,4.470149288372640,0.0034155453639007800,1.2969626400000000,1.0766564146830400,-0.012198051778902200,-21.44954950222430,0.048009424804096300,0.12659629500000000,8.1219,5.045120280000000,4.280235,85.93818700000000,0.22458729330852800,9.184407423300000,-0.02744102441496730,55.649920352340000,6.086406138803920,1.37195,0.03590595588703120,62.6831,5.233194327555130,8.82189E-08,3.13943328001518E-08,94.7575,26.7115137116221,1848.855968,263.0701303061020,170.1454,19.473166872877600,1.107573E-05,4.46473436823062E-06,973.0,973.0,https://www.sciencedirect.com/science/article/pii/S0921509321000216
155,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1273,50.0,0,0.0,1072.0,1091.0,9.1,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,0.0,0.0,https://www.sciencedirect.com/science/article/pii/S1359645418301563
156,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1273,50.0,873,1.0,1011.0,1035.0,10.4,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,573.0,573.0,https://www.sciencedirect.com/science/article/pii/S1359645418301563
157,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1273,50.0,923,1.0,631.0,757.0,27.0,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,623.0,623.0,https://www.sciencedirect.com/science/article/pii/S1359645418301563
158,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1273,50.0,973,1.0,407.0,679.0,41.0,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,673.0,673.0,https://www.sciencedirect.com/science/article/pii/S1359645418301563
159,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1273,50.0,1173,1.0,234.0,589.0,50.1,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,873.0,873.0,https://www.sciencedirect.com/science/article/pii/S1359645418301563
160,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,250.0,500.0,52.0,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,0.0,0.0,https://www.sciencedirect.com/science/article/pii/S0254058417306272
161,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1273,0.0,0,0.0,243.0,558.0,57.7,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,0.0,0.0,https://www.tandfonline.com/doi/full/10.1080/02670836.2017.1342367
162,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1273,80.0,1173,6.0,249.0,621.0,47.0,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,5238.0,31428.0,https://www.tandfonline.com/doi/full/10.1080/02670836.2017.1342367
163,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1073,60.0,1073,4.0,371.0,675.0,54.0,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,3092.0,12368.0,https://www.sciencedirect.com/science/article/pii/S0925838819312472
164,0.0,0.0,0.0,18.0,27.333,27.334,0.0,27.333,0.0,0.0,0.0,0.0,1473,86.0,1173,1.0,262.0,632.0,36.4,7.898724302495260,-0.11891179721881700,-0.040334769861114400,-0.19332125759311500,0.022947308923146000,4.85705269681395,-0.008083373853437560,1.5871543110000000,1.03346736393796,-0.01140893275407430,-21.666137540155600,0.06059880690170480,0.16274186932500000,7.91333,4.169186222400000,3.919604,84.71730490000000,0.17933720015593000,6.723654667317000,-0.0148349850292986,55.68285316185,2.6146668973869000,1.3863335,0.02584351128590030,61.64665,4.11267294970019,4.6346896E-07,6.94916957252911E-07,65.792204,41.675967125414800,1774.92125,255.13595438128000,157.2668,27.60439664359380,1.3701295E-05,6.60593465103351E-06,873.0,873.0,https://www.sciencedirect.com/science/article/pii/S0921509315300435
165,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1473,87.0,1073,1.0,394.0,657.0,51.3,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,773.0,773.0,https://www.sciencedirect.com/science/article/pii/S1359645413004503
166,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1473,87.0,1273,1.0,191.0,568.0,60.5,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,973.0,973.0,https://www.sciencedirect.com/science/article/pii/S1359645413004503
167,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1473,87.0,1423,1.0,167.0,532.0,58.1,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,1123.0,1123.0,https://www.sciencedirect.com/science/article/pii/S1359645413004503
168,0.0,0.0,0.0,31.0,0.0,0.0,31.0,31.0,0.0,7.0,0.0,0.0,0,60.0,1173,1.0,652.0,1253.0,44.0,8.460988150103450,-0.14554490874189700,-0.0588003323006103,-0.12199466844131400,0.0289682089282936,3.948109740403720,-0.007562554968997150,1.7422000000000000,1.0669077172057700,-0.01060324639293450,-12.635591157665900,0.04956972118203320,0.12741000000000000,8.17,5.2700000000000000,4.4857000000000000,91.2387,0.2171435470360350,9.763481,-0.022316591440599400,59.29883545,12.513015560763000,1.3725,0.037021804859943200,62.2,5.214689104456790,8.414E-08,3.47853064361901E-08,98.08,14.026291102970300,1962.28,384.39937199868400,177.3,20.315494043847800,1.0039E-05,4.80637825496751E-06,873.0,873.0,https://www.sciencedirect.com/science/article/pii/S1359646219304348
169,0.0,0.0,0.0,31.0,0.0,0.0,31.0,31.0,0.0,7.0,0.0,0.0,1473,60.0,1173,1.0,560.0,1135.0,35.0,8.460988150103450,-0.14554490874189700,-0.0588003323006103,-0.12199466844131400,0.0289682089282936,3.948109740403720,-0.007562554968997150,1.7422000000000000,1.0669077172057700,-0.01060324639293450,-12.635591157665900,0.04956972118203320,0.12741000000000000,8.17,5.2700000000000000,4.4857000000000000,91.2387,0.2171435470360350,9.763481,-0.022316591440599400,59.29883545,12.513015560763000,1.3725,0.037021804859943200,62.2,5.214689104456790,8.414E-08,3.47853064361901E-08,98.08,14.026291102970300,1962.28,384.39937199868400,177.3,20.315494043847800,1.0039E-05,4.80637825496751E-06,873.0,873.0,https://www.sciencedirect.com/science/article/pii/S1359646219304348
170,0.0,0.0,0.0,0.0,33.333,33.334,0.0,0.0,33.333,0.0,0.0,0.0,1073,86.0,1073,1.0,470.0,626.0,25.0,8.089512747572420,0.17387547354055200,0.2088755202494190,-0.04392324945096290,0.024213077207791500,1.8890024588277000,0.0004363867654172790,1.5555511110000000,1.0335068105620900,-0.009133862567155270,-15.579535278928800,0.049083545392135300,0.1066677333120000,8.66666,7.5555777768,3.5633405,67.7234713,0.23781643654670700,8.086642899429000,-0.025483916159605800,58.10965901985000,4.729763507208980,1.3833335,0.028867441291329000,64.3333,6.658307342668500,5.19062476E-07,7.98623108604869E-07,162.59917400000000,208.73894371183800,1562.5924841,229.73859517873900,143.33360000000000,25.16620087783080,1.6666618E-05,4.95211503961351E-06,773.0,773.0,https://www.sciencedirect.com/science/article/pii/S1359645420302457
171,0.0,7.5,0.0,0.0,30.833,30.834,0.0,0.0,30.833,0.0,0.0,0.0,1073,86.0,1073,1.0,539.0,690.0,29.0,7.542690752874700,0.24673951112631400,0.27558781148419800,0.02063293839786270,0.03576165080353120,4.4922275135952100,-0.008239218964802150,2.2559701110000000,1.0762656139168200,-0.010663543302098300,-8.3380869662022,0.053053578301183500,0.11971164331200000,8.24166,3.5972407768000000,3.5503405,64.63847130000000,0.2924407871253990,9.772767529429000,-0.045193988177836700,55.77504828985000,10.688418139799500,1.3733335,0.04963636670352250,65.5083,7.909579292182630,4.82157476E-07,7.60456181715844E-07,168.02917400000000,195.96280067855500,1515.4084841000000,290.88595050772000,138.2836,31.531797416710700,1.7149118E-05,5.03722261671936E-06,773.0,773.0,https://www.sciencedirect.com/science/article/pii/S1359645420302457
172,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1373,92.0,948,0.5,798.0,887.0,26.0,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,324.0,162.0,https://www.sciencedirect.com/science/article/pii/S2588842018301718
173,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1373,0.0,1473,1.0,225.0,557.0,60.0,8.027647867162900,-0.15980167436505700,-0.07488576144497480,-0.1970666115006310,0.02249639513229990,5.793658001760470,-0.0042854507014407500,1.5200000000000000,1.0335130802288500,-0.013380866803977100,-26.439813336689600,0.057403979544427400,0.156,8.0,4.160000000000000,4.026,85.24200000000000,0.1863200953378380,7.072000000000000,-0.016503927547796200,56.08114800000000,2.872633813703460,1.38,0.02738612787525820,61.8,3.8340579025361600,3.598E-07,6.04407312993481E-07,74.56,38.019310882760600,1801.2,239.62616718547200,162.0,24.899799195977500,1.296E-05,5.97687209165463E-06,1173.0,1173.0,https://www.sciencedirect.com/science/article/pii/S2588842018301718
174,0.0,0.0,10.0,15.0,5.0,35.0,10.0,25.0,0.0,0.0,0.0,0.0,1373,75.0,1023,0.166666666666667,761.0,936.0,28.3,7.874701518361580,-0.2538634780482320,-0.1605199908833430,-0.2827310300015390,0.02420572547153080,3.982747267581470,0.0027538902980525900,1.5225000000000000,1.0431168551278500,-0.01337625296156450,-22.829598112879300,0.06084605517425290,0.15972500000000000,7.950000000000000,6.260000000000000,4.339000000000000,80.91750000000000,0.22184313823733100,8.641375,-0.02424955888505390,55.752886750000000,3.1501844720418800,1.3775,0.028347335475691900,61.45,4.705274741140030,1.7005E-07,3.34854780503391E-07,78.34,27.859489744630400,1863.9,221.07908322354000,168.5,15.405767177835100,1.144E-05,4.24147732165691E-06,120.50000000000000,20.083333333333400,https://www.nature.com/articles/ncomms15719
175,0.0,0.0,0.0,10.0,40.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,177.0,417.0,50.4,7.731809586938320,-0.030007014556295700,0.034908458558777600,-0.1397669756314110,0.026096132568641000,17.849304570988800,-0.01143890290629390,1.7300000000000000,1.0334473699492100,-0.009923171408471880,-14.571296432292600,0.05254000390581230,0.13330000000000000,7.500000000000000,0.9600000000000000,3.729,82.52800000000000,0.1409694103799250,4.4252,-0.008603739584156620,55.406147500000000,1.973895313938470,1.395,0.018463723646899800,60.5,2.003784298558980,6.347E-07,8.09572287000233E-07,54.52,47.601655178760100,1726.8,248.6842954186670,150.0,30.649534081188600,1.519E-05,7.02990365898036E-06,0.0,0.0,https://www.sciencedirect.com/science/article/pii/S092150931930680X
176,0.0,0.0,0.0,10.0,40.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,1473,60.0,1173,0.05,272.0,570.0,50.0,7.731809586938320,-0.030007014556295700,0.034908458558777600,-0.1397669756314110,0.026096132568641000,17.849304570988800,-0.01143890290629390,1.7300000000000000,1.0334473699492100,-0.009923171408471880,-14.571296432292600,0.05254000390581230,0.13330000000000000,7.500000000000000,0.9600000000000000,3.729,82.52800000000000,0.1409694103799250,4.4252,-0.008603739584156620,55.406147500000000,1.973895313938470,1.395,0.018463723646899800,60.5,2.003784298558980,6.347E-07,8.09572287000233E-07,54.52,47.601655178760100,1726.8,248.6842954186670,150.0,30.649534081188600,1.519E-05,7.02990365898036E-06,43.650000000000000,2.1825000000000000,https://www.sciencedirect.com/science/article/pii/S092150931930680X
177,0.0,0.0,0.0,12.5,0.0,55.0,17.5,10.0,0.0,5.0,0.0,0.0,1523,79.0,0,0.0,1424.0,1424.0,10.7,8.198057564978520,-0.08973350051024650,-0.012378746930043000,-0.1864747094904760,0.026227223106678800,8.597287091343190,0.008316639919178340,1.2043750000000000,1.0671756225578200,-0.010590417218372700,-15.396019358725000,0.03266026348546470,0.08331875000000000,8.025,2.3350000000000000,4.4197500000000000,86.092,0.16479851474884600,6.187725,-0.012146818003667600,58.193911625,11.134834432715300,1.38875,0.03277002830913640,61.375,3.601342432896710,9.1325E-08,2.72846666328929E-08,89.3,17.434697842102100,1895.55,330.43918471410200,174.5,17.683895401064000,1.09575E-05,3.58283442877721E-06,0.0,0.0,https://www.sciencedirect.com/science/article/pii/S0925838818345869
178,0.0,0.0,0.0,12.5,0.0,55.0,17.5,10.0,0.0,5.0,0.0,0.0,1523,79.0,1173,1.0,443.0,840.0,61.6,8.198057564978520,-0.08973350051024650,-0.012378746930043000,-0.1864747094904760,0.026227223106678800,8.597287091343190,0.008316639919178340,1.2043750000000000,1.0671756225578200,-0.010590417218372700,-15.396019358725000,0.03266026348546470,0.08331875000000000,8.025,2.3350000000000000,4.4197500000000000,86.092,0.16479851474884600,6.187725,-0.012146818003667600,58.193911625,11.134834432715300,1.38875,0.03277002830913640,61.375,3.601342432896710,9.1325E-08,2.72846666328929E-08,89.3,17.434697842102100,1895.55,330.43918471410200,174.5,17.683895401064000,1.09575E-05,3.58283442877721E-06,873.0,873.0,https://www.sciencedirect.com/science/article/pii/S0925838818345869
179,0.0,0.0,0.0,12.5,0.0,55.0,17.5,10.0,0.0,5.0,0.0,0.0,1523,79.0,1273,1.0,301.0,718.0,77.5,8.198057564978520,-0.08973350051024650,-0.012378746930043000,-0.1864747094904760,0.026227223106678800,8.597287091343190,0.008316639919178340,1.2043750000000000,1.0671756225578200,-0.010590417218372700,-15.396019358725000,0.03266026348546470,0.08331875000000000,8.025,2.3350000000000000,4.4197500000000000,86.092,0.16479851474884600,6.187725,-0.012146818003667600,58.193911625,11.134834432715300,1.38875,0.03277002830913640,61.375,3.601342432896710,9.1325E-08,2.72846666328929E-08,89.3,17.434697842102100,1895.55,330.43918471410200,174.5,17.683895401064000,1.09575E-05,3.58283442877721E-06,973.0,973.0,https://www.sciencedirect.com/science/article/pii/S0925838818345869
